sequence,label
"2.44,5.58,12.80,29.35,67.28",geometric
"0.84,1.85,4.07,8.97,19.77",geometric
"0.63,1.02,1.67,2.71,4.42,7.19,11.70",geometric
"2.57,3.98,6.17,9.55",geometric
"1.78,3.77,7.98,16.92",geometric
"2.62,5.04,9.72,18.73,36.09,69.56",geometric
"1.89,3.21,5.47,9.32",geometric
"1.18,2.72,6.27,14.48,33.42,77.14",geometric
"2.17,3.77,6.54,11.34,19.67",geometric
"2.64,3.61,4.93,6.75,9.23,12.63",geometric
"1.81,2.53,3.55,4.97,6.96,9.75,13.65",geometric
"2.74,6.23,14.15,32.17",geometric
"1.44,2.94,6.02,12.32,25.21,51.60,105.58",geometric
"1.08,1.80,3.00,5.01,8.35",geometric
"2.16,2.96,4.06,5.57,7.63",geometric
"1.10,2.73,6.73,16.63,41.08,101.45",geometric
"1.96,4.02,8.25,16.90",geometric
"2.67,5.76,12.43,26.82,57.87",geometric
"1.98,3.80,7.29,13.99,26.84,51.49",geometric
"2.00,2.51,3.16,3.98,5.00,6.29",geometric
"1.20,1.65,2.25,3.09,4.22",geometric
"2.37,3.42,4.93,7.11,10.25,14.78,21.30",geometric
"2.89,3.72,4.77,6.13",geometric
"1.66,3.79,8.67,19.82,45.32",geometric
"1.72,3.27,6.23,11.85,22.54,42.90,81.63",geometric
"2.36,4.85,9.94,20.38,41.78,85.66,175.62",geometric
"1.37,3.10,6.99,15.78",geometric
"1.94,2.40,2.97,3.67",geometric
"2.66,6.39,15.34,36.83,88.42",geometric
"1.72,2.75,4.38,7.00",geometric
"1.14,2.28,4.55,9.09,18.17,36.31,72.58",geometric
"1.87,2.26,2.73,3.31,4.00",geometric
"0.66,1.41,3.01,6.43,13.70,29.19,62.21",geometric
"2.49,5.53,12.31,27.39,60.94,135.59",geometric
"1.84,3.88,8.16,17.19,36.20,76.23,160.55",geometric
"2.87,3.70,4.76,6.13",geometric
"1.53,3.78,9.37,23.23,57.58,142.72",geometric
"1.89,4.26,9.63,21.72,49.03,110.66,249.75",geometric
"2.60,6.23,14.94,35.80,85.80,205.64,492.86",geometric
"1.50,3.18,6.76,14.39,30.59,65.05",geometric
"0.54,1.31,3.19,7.76,18.86,45.83",geometric
"0.59,0.80,1.10,1.51,2.07,2.84,3.89",geometric
"1.11,1.67,2.52,3.81,5.74,8.65",geometric
"1.64,3.28,6.58,13.17,26.39,52.84,105.83",geometric
"2.15,4.34,8.74,17.63,35.56,71.71,144.61",geometric
"2.24,3.22,4.64,6.68,9.63",geometric
"2.89,3.81,5.01,6.60,8.68,11.43,15.04",geometric
"2.53,3.58,5.05,7.14,10.08,14.24,20.12",geometric
"0.85,2.11,5.23,12.93",geometric
"2.56,5.90,13.61,31.40,72.45,167.19",geometric
"2.27,4.55,9.13,18.30",geometric
"1.61,2.84,5.03,8.89,15.73",geometric
"1.23,1.77,2.54,3.65,5.25,7.54",geometric
"2.89,3.96,5.43,7.45",geometric
"2.62,4.80,8.78,16.07,29.42",geometric
"2.22,3.53,5.61,8.93,14.20",geometric
"2.52,5.63,12.56,28.00,62.45",geometric
"1.42,2.44,4.19,7.19,12.35,21.22,36.46",geometric
"1.12,2.15,4.13,7.93,15.25,29.31,56.33",geometric
"0.94,1.85,3.62,7.10",geometric
"2.98,5.58,10.44,19.53",geometric
"1.26,2.96,6.97,16.40",geometric
"2.89,6.43,14.31,31.84,70.85",geometric
"1.09,1.71,2.69,4.24,6.66,10.47",geometric
"2.12,3.88,7.10,12.99",geometric
"2.47,3.75,5.68,8.62",geometric
"2.02,3.36,5.57,9.24,15.33",geometric
"2.24,2.93,3.83,5.01",geometric
"0.64,1.54,3.70,8.89",geometric
"0.63,1.29,2.64,5.40,11.05",geometric
"1.86,3.66,7.20,14.14",geometric
"2.18,5.15,12.18,28.83,68.23,161.45",geometric
"1.65,3.01,5.50,10.04,18.33,33.48,61.15",geometric
"2.28,4.65,9.47,19.29",geometric
"2.25,3.04,4.11,5.56",geometric
"2.43,4.30,7.62,13.48",geometric
"2.43,5.24,11.28,24.31,52.37,112.84,243.13",geometric
"1.46,1.99,2.71,3.69,5.03,6.85,9.33",geometric
"0.57,0.76,1.01,1.36,1.82",geometric
"1.36,2.77,5.62,11.41,23.18,47.07,95.58",geometric
"1.74,2.50,3.58,5.13,7.36",geometric
"0.65,1.22,2.26,4.20",geometric
"1.10,2.47,5.53,12.40,27.80,62.34",geometric
"1.19,2.91,7.10,17.34,42.35",geometric
"1.94,4.02,8.34,17.29,35.85",geometric
"1.07,2.43,5.53,12.59,28.66,65.22",geometric
"2.21,3.59,5.83,9.48",geometric
"2.66,3.72,5.21,7.30,10.22,14.31,20.04",geometric
"2.19,4.10,7.69,14.42,27.04,50.70,95.05",geometric
"2.67,5.10,9.72,18.53,35.34,67.38",geometric
"0.67,1.23,2.27,4.19",geometric
"0.86,1.71,3.39,6.74,13.39",geometric
"0.69,0.85,1.05,1.29",geometric
"1.89,4.41,10.30,24.04,56.11",geometric
"2.48,4.75,9.11,17.49,33.56",geometric
"2.81,6.68,15.90,37.86",geometric
"2.66,5.40,10.95,22.23,45.13,91.61,185.94",geometric
"2.44,4.12,6.96,11.75,19.83,33.49",geometric
"1.87,3.56,6.77,12.89,24.53,46.68,88.83",geometric
"2.12,3.46,5.65,9.24,15.10",geometric
"2.22,3.18,4.55,6.52,9.34",geometric
"1.39,2.67,5.12,9.84,18.89,36.28,69.68",geometric
"1.64,3.54,7.62,16.41,35.34",geometric
"2.94,6.46,14.19,31.18",geometric
"1.53,3.18,6.59,13.66",geometric
"1.84,4.33,10.21,24.06",geometric
"0.51,0.81,1.28,2.03",geometric
"2.93,6.26,13.36,28.50",geometric
"2.41,3.08,3.93,5.02,6.41",geometric
"0.69,1.45,3.04,6.38,13.40,28.14",geometric
"0.51,1.12,2.48,5.47,12.07,26.65",geometric
"2.33,5.43,12.70,29.67,69.32,161.96,378.40",geometric
"2.77,3.82,5.28,7.30",geometric
"2.88,6.27,13.65,29.73,64.72",geometric
"0.58,0.76,0.99,1.30,1.70,2.23,2.92",geometric
"2.02,3.50,6.04,10.43,18.03,31.15,53.81",geometric
"1.41,3.35,7.94,18.81,44.60,105.72",geometric
"2.35,4.45,8.45,16.02,30.38,57.62",geometric
"2.82,4.03,5.77,8.25,11.80",geometric
"1.82,2.45,3.29,4.44",geometric
"1.73,3.39,6.63,12.96,25.35,49.56,96.92",geometric
"1.80,3.95,8.63,18.89,41.32,90.38",geometric
"2.97,5.28,9.41,16.76,29.85,53.15",geometric
"2.99,5.02,8.42,14.12,23.69",geometric
"1.32,2.47,4.65,8.73",geometric
"2.57,5.14,10.28,20.55,41.07,82.08",geometric
"2.13,4.56,9.78,20.95",geometric
"2.44,3.86,6.11,9.66,15.28,24.16,38.22",geometric
"2.96,5.76,11.22,21.82,42.47,82.64,160.81",geometric
"2.59,4.78,8.83,16.30",geometric
"1.23,2.98,7.22,17.54,42.58,103.35,250.90",geometric
"1.91,3.57,6.68,12.48,23.33",geometric
"1.11,2.75,6.84,17.01",geometric
"1.72,3.98,9.21,21.31,49.30",geometric
"2.30,4.43,8.52,16.38,31.50,60.56",geometric
"2.48,4.59,8.47,15.65,28.92,53.43,98.72",geometric
"0.67,1.44,3.10,6.66",geometric
"2.89,4.59,7.27,11.53,18.29,29.00,45.98",geometric
"1.35,3.06,6.94,15.73",geometric
"2.83,5.26,9.76,18.13,33.68,62.56",geometric
"2.85,5.99,12.60,26.51,55.79,117.39,247.02",geometric
"2.95,3.57,4.31,5.21,6.30",geometric
"1.77,2.79,4.40,6.94,10.94,17.24",geometric
"1.47,2.37,3.83,6.17,9.96,16.05",geometric
"2.25,5.58,13.82,34.21,84.73",geometric
"2.81,6.27,13.97,31.15,69.46,154.88,345.33",geometric
"2.97,6.76,15.37,34.94,79.42,180.57",geometric
"1.58,2.05,2.65,3.44,4.46,5.77,7.48",geometric
"1.54,2.85,5.28,9.79",geometric
"1.90,4.33,9.88,22.53,51.42,117.32,267.70",geometric
"0.62,1.29,2.68,5.58,11.59,24.09,50.07",geometric
"1.54,2.08,2.81,3.80,5.14,6.95",geometric
"1.23,2.92,6.91,16.36",geometric
"1.71,2.53,3.73,5.51,8.13,12.01",geometric
"0.55,0.73,0.95,1.25",geometric
"2.74,3.35,4.09,5.00,6.11,7.47,9.12",geometric
"2.52,3.77,5.65,8.46,12.68",geometric
"1.33,2.24,3.76,6.32",geometric
"1.67,2.88,4.99,8.63,14.94",geometric
"0.52,0.86,1.41,2.31,3.79,6.22,10.21",geometric
"0.61,0.82,1.09,1.45,1.93",geometric
"1.75,3.49,6.95,13.85,27.59,54.96",geometric
"2.49,5.61,12.62,28.42,64.01,144.14,324.58",geometric
"1.97,2.45,3.06,3.81,4.75,5.92",geometric
"1.84,4.07,8.97,19.78,43.61,96.17,212.06",geometric
"0.69,1.18,2.01,3.44,5.87,10.04,17.15",geometric
"2.09,4.15,8.25,16.39,32.56,64.68,128.49",geometric
"1.33,2.21,3.69,6.15",geometric
"1.95,4.40,9.90,22.28,50.15,112.86",geometric
"2.93,3.69,4.64,5.83,7.32,9.21,11.57",geometric
"1.80,2.78,4.29,6.64,10.26",geometric
"2.93,6.94,16.43,38.87,91.96,217.58,514.80",geometric
"1.68,3.23,6.20,11.89,22.82,43.80",geometric
"1.67,2.55,3.91,5.99,9.17",geometric
"0.94,2.30,5.59,13.62,33.15,80.72",geometric
"2.79,6.57,15.47,36.42",geometric
"1.91,3.10,5.02,8.14",geometric
"1.14,1.77,2.77,4.31",geometric
"2.59,5.30,10.86,22.24",geometric
"1.05,1.94,3.59,6.64,12.27,22.67,41.88",geometric
"1.00,2.44,5.95,14.50",geometric
"1.10,2.62,6.22,14.79,35.14,83.52,198.49",geometric
"2.86,3.76,4.95,6.52",geometric
"0.77,0.93,1.14,1.39,1.70,2.07",geometric
"0.69,1.13,1.86,3.04,4.99",geometric
"2.28,4.66,9.52,19.43,39.66",geometric
"2.70,5.46,11.00,22.19,44.76,90.28",geometric
"2.32,5.73,14.10,34.72,85.50,210.55",geometric
"1.04,2.56,6.34,15.69,38.81,96.01,237.50",geometric
"2.67,3.84,5.51,7.91",geometric
"0.63,1.42,3.21,7.23,16.32,36.80",geometric
"1.63,2.24,3.07,4.21",geometric
"2.12,3.08,4.47,6.50,9.45,13.74",geometric
"1.14,1.74,2.66,4.07,6.22",geometric
"1.63,2.41,3.56,5.28,7.81,11.57,17.13",geometric
"1.16,1.56,2.09,2.80,3.77,5.06",geometric
"1.53,3.49,7.98,18.24",geometric
"1.94,4.35,9.74,21.79,48.76,109.12,244.21",geometric
"2.87,5.41,10.18,19.17,36.10,67.98,128.03",geometric
"1.24,1.88,2.85,4.31,6.53,9.88,14.95",geometric
"2.51,4.79,9.15,17.48,33.40",geometric
"0.58,0.72,0.90,1.12,1.39,1.73",geometric
"2.37,4.79,9.70,19.64,39.77,80.53,163.08",geometric
"1.55,2.13,2.93,4.03,5.55,7.64,10.50",geometric
"2.01,4.66,10.83,25.17",geometric
"0.65,0.79,0.96,1.17,1.42,1.73,2.11",geometric
"1.41,3.16,7.11,15.99,35.95",geometric
"1.26,2.85,6.46,14.61,33.06,74.81,169.29",geometric
"1.91,4.75,11.76,29.16,72.28,179.18,444.15",geometric
"2.45,4.59,8.58,16.03",geometric
"1.60,2.02,2.55,3.22,4.06,5.13,6.48",geometric
"2.11,3.89,7.17,13.22",geometric
"1.18,2.52,5.41,11.61,24.92,53.46,114.70",geometric
"2.57,3.61,5.07,7.11,9.98",geometric
"0.98,1.77,3.20,5.78",geometric
"2.34,4.30,7.87,14.43,26.45",geometric
"2.16,5.25,12.73,30.86",geometric
"2.18,5.28,12.79,30.96",geometric
"1.00,1.52,2.31,3.52,5.35,8.15",geometric
"0.55,0.91,1.53,2.56",geometric
"2.94,6.03,12.36,25.35,52.00,106.64",geometric
"2.16,4.66,10.04,21.66,46.73",geometric
"2.28,5.23,11.99,27.48,62.96",geometric
"2.38,3.29,4.55,6.28",geometric
"0.93,1.64,2.89,5.12",geometric
"1.24,1.80,2.63,3.83,5.58,8.14",geometric
"2.54,5.03,9.98,19.79,39.25,77.85",geometric
"0.77,0.93,1.13,1.36,1.64,1.98",geometric
"2.90,6.68,15.38,35.44",geometric
"2.24,5.22,12.18,28.41",geometric
"1.09,1.37,1.73,2.18,2.74,3.46,4.36",geometric
"1.92,4.21,9.22,20.20,44.25,96.94",geometric
"1.21,1.87,2.90,4.50,6.98,10.83,16.80",geometric
"2.14,4.58,9.78,20.89,44.64,95.37",geometric
"1.06,2.14,4.30,8.65,17.39",geometric
"0.65,1.31,2.62,5.25",geometric
"2.62,4.70,8.43,15.13,27.15",geometric
"1.44,2.97,6.14,12.69,26.24",geometric
"1.16,2.01,3.46,5.95",geometric
"2.47,3.48,4.91,6.91,9.74,13.72,19.33",geometric
"1.50,3.44,7.88,18.05,41.35",geometric
"2.48,5.05,10.26,20.83,42.33,85.99",geometric
"2.87,6.21,13.44,29.10,63.01",geometric
"1.62,3.63,8.16,18.32,41.15",geometric
"2.50,5.23,10.93,22.86",geometric
"2.85,5.54,10.78,20.99,40.85,79.51,154.78",geometric
"1.52,2.70,4.82,8.58,15.28,27.21",geometric
"0.71,1.22,2.10,3.60,6.17,10.59",geometric
"1.50,2.55,4.33,7.36,12.50",geometric
"2.19,3.84,6.71,11.75,20.56,35.98,62.96",geometric
"1.74,2.72,4.25,6.62",geometric
"1.00,2.38,5.67,13.49,32.08",geometric
"2.43,4.26,7.47,13.09",geometric
"1.64,2.13,2.77,3.60,4.68,6.08,7.91",geometric
"1.65,4.05,9.94,24.36,59.73,146.45,359.04",geometric
"0.86,2.08,5.01,12.11,29.24,70.63",geometric
"1.09,1.40,1.80,2.32,3.00",geometric
"2.90,4.57,7.20,11.34,17.86,28.14",geometric
"2.43,3.33,4.56,6.26,8.58,11.77,16.15",geometric
"1.51,2.43,3.90,6.28,10.10,16.23,26.11",geometric
"1.72,2.20,2.82,3.61",geometric
"1.89,4.02,8.55,18.16,38.57,81.95",geometric
"0.59,1.07,1.95,3.56,6.49,11.84,21.60",geometric
"1.32,2.48,4.66,8.75,16.43,30.84",geometric
"1.15,2.62,5.96,13.56",geometric
"2.74,5.12,9.58,17.92,33.52",geometric
"1.86,2.36,3.00,3.81,4.84,6.15",geometric
"0.57,1.25,2.75,6.06,13.35,29.41,64.80",geometric
"1.07,2.62,6.41,15.71,38.49,94.30",geometric
"1.38,2.11,3.22,4.92",geometric
"2.35,4.92,10.29,21.54,45.07,94.30",geometric
"2.04,2.84,3.96,5.53,7.72",geometric
"2.05,4.74,10.98,25.43",geometric
"2.23,2.90,3.77,4.91,6.39",geometric
"1.00,1.46,2.13,3.11,4.54",geometric
"1.41,2.15,3.28,4.99,7.59",geometric
"0.82,2.02,4.97,12.23,30.10,74.10",geometric
"2.76,5.94,12.79,27.52,59.23,127.49",geometric
"0.88,1.84,3.85,8.07",geometric
"1.64,2.98,5.43,9.88,17.97",geometric
"2.47,4.39,7.82,13.93,24.81,44.19",geometric
"0.54,0.76,1.08,1.53,2.16,3.05",geometric
"1.43,2.00,2.79,3.88,5.41,7.53",geometric
"2.97,5.55,10.38,19.41,36.31,67.92,127.05",geometric
"1.79,4.04,9.13,20.61",geometric
"0.95,1.44,2.20,3.36,5.12,7.80",geometric
"2.78,5.31,10.14,19.38,37.03,70.76,135.20",geometric
"2.64,6.55,16.25,40.30,99.93,247.77,614.36",geometric
"1.91,4.48,10.54,24.78",geometric
"0.91,1.23,1.67,2.25,3.04,4.10",geometric
"0.71,1.30,2.38,4.36",geometric
"2.77,3.55,4.54,5.82,7.45,9.53,12.20",geometric
"2.27,5.55,13.56,33.15",geometric
"1.49,2.71,4.91,8.90,16.14,29.28",geometric
"2.74,4.69,8.02,13.72,23.46,40.12,68.63",geometric
"2.07,3.53,6.02,10.26,17.49",geometric
"1.64,3.18,6.16,11.92,23.09,44.70",geometric
"2.62,4.34,7.20,11.93,19.76",geometric
"2.48,4.72,8.97,17.03",geometric
"1.57,3.40,7.34,15.87,34.29,74.10,160.12",geometric
"2.62,6.11,14.22,33.12",geometric
"1.73,4.29,10.66,26.48,65.77,163.34,405.70",geometric
"2.97,4.37,6.42,9.43",geometric
"1.11,2.74,6.77,16.74",geometric
"2.12,3.62,6.20,10.60,18.14",geometric
"1.81,2.89,4.61,7.35,11.71,18.68",geometric
"2.21,3.28,4.86,7.20,10.68,15.83,23.46",geometric
"2.71,5.16,9.84,18.76",geometric
"0.70,1.51,3.27,7.07,15.27,32.98",geometric
"0.94,2.25,5.39,12.92,30.98",geometric
"0.65,0.80,0.99,1.23,1.52,1.88,2.33",geometric
"2.92,5.18,9.17,16.25,28.78",geometric
"2.85,4.58,7.37,11.84",geometric
"2.42,5.96,14.64,35.99,88.44,217.35,534.17",geometric
"1.81,3.79,7.94,16.61",geometric
"1.85,2.54,3.49,4.79,6.59",geometric
"0.95,1.84,3.56,6.89,13.34,25.80",geometric
"2.32,4.34,8.10,15.11",geometric
"1.33,2.09,3.30,5.20,8.21,12.95,20.42",geometric
"0.51,1.24,3.06,7.50,18.43,45.26",geometric
"0.51,1.07,2.25,4.70,9.83,20.55,42.99",geometric
"2.32,4.12,7.31,12.99,23.07,40.96,72.74",geometric
"1.07,1.73,2.79,4.51,7.28",geometric
"0.70,1.27,2.27,4.08,7.34,13.18",geometric
"1.41,3.09,6.78,14.88",geometric
"0.55,0.81,1.20,1.76,2.58,3.79",geometric
"0.73,1.24,2.10,3.56,6.03,10.21,17.31",geometric
"1.06,2.51,5.95,14.06,33.26,78.67,186.07",geometric
"1.31,2.03,3.15,4.88,7.56",geometric
"2.45,3.20,4.17,5.45",geometric
"1.08,1.41,1.85,2.42,3.16",geometric
"2.09,3.84,7.09,13.07,24.10,44.43",geometric
"2.55,4.68,8.58,15.75,28.92,53.08,97.42",geometric
"1.73,3.64,7.65,16.08,33.81,71.09",geometric
"2.38,3.21,4.34,5.86,7.92",geometric
"1.29,2.88,6.45,14.41,32.22,72.03,161.04",geometric
"1.99,2.54,3.23,4.12",geometric
"1.67,2.90,5.04,8.76,15.24",geometric
"0.61,1.06,1.83,3.16,5.45",geometric
"1.27,2.24,3.93,6.91",geometric
"2.16,4.59,9.75,20.73,44.05,93.60,198.92",geometric
"0.79,1.92,4.67,11.36,27.63,67.19",geometric
"1.49,1.99,2.65,3.54",geometric
"1.65,3.72,8.38,18.87,42.48",geometric
"2.31,3.96,6.78,11.60,19.84",geometric
"0.98,1.82,3.39,6.30,11.74,21.85",geometric
"1.45,1.85,2.36,3.01",geometric
"2.01,2.61,3.38,4.39,5.70,7.39,9.59",geometric
"1.28,2.84,6.29,13.94,30.91",geometric
"1.16,1.95,3.27,5.47,9.17",geometric
"0.75,1.86,4.59,11.33,27.96",geometric
"1.27,2.72,5.83,12.50,26.79,57.43,123.12",geometric
"2.09,3.19,4.86,7.42",geometric
"2.19,5.16,12.16,28.67,67.55",geometric
"0.53,0.67,0.84,1.05",geometric
"0.90,1.95,4.25,9.25",geometric
"2.18,2.67,3.27,4.00,4.90,5.99,7.33",geometric
"2.55,5.56,12.12,26.40,57.50,125.27,272.91",geometric
"1.78,2.26,2.86,3.62",geometric
"2.37,4.69,9.29,18.40,36.45",geometric
"0.55,1.10,2.22,4.48,9.02",geometric
"0.78,1.75,3.95,8.88,19.99,45.00",geometric
"1.67,3.86,8.93,20.63,47.66,110.10",geometric
"2.56,3.48,4.73,6.42,8.72,11.84",geometric
"1.39,2.98,6.40,13.74,29.50",geometric
"1.53,3.57,8.36,19.56,45.79,107.19",geometric
"0.51,1.13,2.51,5.56",geometric
"0.55,0.98,1.77,3.17,5.68,10.20",geometric
"1.89,3.30,5.77,10.10,17.66,30.88,53.99",geometric
"0.53,0.95,1.73,3.12,5.65",geometric
"1.73,3.37,6.58,12.84,25.05,48.87,95.33",geometric
"2.70,5.81,12.53,27.00",geometric
"2.74,3.41,4.24,5.27,6.55,8.14",geometric
"1.97,4.14,8.67,18.17",geometric
"1.85,2.42,3.17,4.14",geometric
"1.30,2.28,3.97,6.93,12.09",geometric
"1.57,2.86,5.24,9.58,17.51,32.03,58.57",geometric
"2.26,4.44,8.73,17.15",geometric
"1.47,2.46,4.12,6.90",geometric
"0.92,2.14,4.99,11.64,27.15,63.30,147.62",geometric
"2.66,3.74,5.26,7.40,10.41,14.65,20.62",geometric
"2.31,2.82,3.44,4.19,5.12,6.24",geometric
"1.28,2.74,5.90,12.67",geometric
"1.20,2.75,6.29,14.39",geometric
"0.92,1.39,2.11,3.20,4.85,7.35,11.14",geometric
"1.26,1.72,2.36,3.22,4.41",geometric
"1.16,2.29,4.54,9.01,17.86,35.41",geometric
"0.62,0.75,0.91,1.10,1.34",geometric
"2.73,5.57,11.37,23.17",geometric
"0.60,0.95,1.49,2.35,3.69,5.81",geometric
"1.22,1.68,2.33,3.22,4.45,6.14",geometric
"2.08,3.86,7.16,13.30,24.69",geometric
"2.88,5.18,9.32,16.76,30.15,54.22",geometric
"2.77,5.75,11.93,24.73,51.27,106.30,220.39",geometric
"2.24,5.36,12.82,30.64",geometric
"1.81,2.43,3.26,4.38,5.88,7.90",geometric
"2.04,2.55,3.19,3.99,4.99",geometric
"2.93,6.68,15.21,34.64,78.91,179.72",geometric
"2.96,4.20,5.95,8.43,11.95",geometric
"0.65,1.60,3.95,9.70,23.85,58.62",geometric
"2.23,4.27,8.18,15.65,29.96,57.35",geometric
"1.27,3.09,7.50,18.19",geometric
"1.56,3.19,6.56,13.47,27.67,56.83,116.71",geometric
"1.33,2.49,4.68,8.77,16.45,30.85,57.84",geometric
"2.96,6.74,15.35,34.94",geometric
"1.74,2.84,4.65,7.60,12.44,20.35",geometric
"1.73,3.79,8.34,18.34,40.33,88.68",geometric
"2.22,4.44,8.89,17.81,35.67,71.45,143.09",geometric
"0.88,1.13,1.44,1.85,2.36",geometric
"0.88,1.94,4.28,9.44",geometric
"1.40,2.79,5.59,11.18",geometric
"0.78,1.21,1.86,2.87,4.42,6.82,10.51",geometric
"2.94,3.91,5.20,6.91,9.19,12.23",geometric
"2.52,4.42,7.77,13.65,23.98",geometric
"2.93,4.30,6.29,9.21",geometric
"0.99,1.46,2.15,3.16",geometric
"1.60,2.37,3.51,5.21,7.72,11.44",geometric
"2.91,6.60,14.95,33.86,76.70",geometric
"2.80,4.86,8.44,14.66,25.45,44.17,76.69",geometric
"2.28,3.12,4.26,5.82",geometric
"0.58,1.12,2.17,4.21,8.17",geometric
"2.78,5.92,12.58,26.76,56.89,120.95,257.15",geometric
"2.08,5.09,12.48,30.57,74.88,183.45,449.40",geometric
"0.99,2.10,4.45,9.43,19.98,42.36,89.79",geometric
"2.73,4.88,8.72,15.58,27.83",geometric
"2.73,6.83,17.07,42.66,106.64,266.55,666.29",geometric
"2.50,3.76,5.66,8.51,12.81,19.28",geometric
"2.16,2.78,3.59,4.62,5.94",geometric
"1.44,3.38,7.94,18.65,43.83",geometric
"1.01,2.37,5.56,13.08,30.75,72.27",geometric
"2.20,5.31,12.81,30.92,74.65,180.19",geometric
"1.66,2.16,2.82,3.67,4.78,6.23",geometric
"2.35,4.82,9.87,20.20",geometric
"2.31,3.70,5.94,9.53,15.29",geometric
"2.99,5.91,11.67,23.06,45.56",geometric
"2.12,3.04,4.34,6.21,8.87",geometric
"1.66,3.00,5.41,9.76",geometric
"1.13,1.39,1.71,2.11",geometric
"1.81,4.11,9.33,21.21,48.19,109.50,248.84",geometric
"2.29,3.05,4.05,5.39,7.17,9.53",geometric
"2.00,3.16,4.98,7.85",geometric
"2.11,4.61,10.07,22.00,48.03",geometric
"1.07,1.87,3.26,5.68,9.90,17.26,30.10",geometric
"0.94,2.07,4.58,10.13",geometric
"2.93,3.95,5.32,7.16,9.63,12.97",geometric
"1.16,1.73,2.58,3.85,5.74",geometric
"2.13,5.08,12.12,28.90",geometric
"2.48,4.13,6.89,11.48",geometric
"1.28,2.94,6.76,15.54",geometric
"2.99,3.94,5.20,6.86,9.05",geometric
"2.88,6.37,14.08,31.14",geometric
"0.63,1.19,2.24,4.24,8.00",geometric
"1.71,3.23,6.09,11.48",geometric
"0.85,2.06,4.98,12.06",geometric
"2.85,5.96,12.45,25.99,54.29,113.39",geometric
"1.55,3.53,8.03,18.28,41.63",geometric
"0.55,0.74,0.99,1.32",geometric
"1.25,2.52,5.06,10.20,20.53,41.34,83.25",geometric
"2.38,3.08,3.99,5.17,6.69,8.66",geometric
"1.43,2.35,3.86,6.34,10.41,17.11",geometric
"1.68,2.40,3.44,4.92,7.05",geometric
"1.46,1.90,2.48,3.23",geometric
"1.74,3.88,8.67,19.39",geometric
"1.40,2.17,3.39,5.28,8.22,12.81",geometric
"1.63,3.98,9.77,23.93,58.67,143.79,352.45",geometric
"1.15,1.41,1.74,2.13",geometric
"0.85,2.08,5.05,12.28",geometric
"1.17,2.19,4.11,7.71,14.48,27.18,51.02",geometric
"0.98,1.53,2.37,3.67,5.69,8.82,13.67",geometric
"0.66,1.01,1.54,2.35,3.60",geometric
"2.74,4.63,7.83,13.24,22.38",geometric
"2.16,3.90,7.03,12.66,22.82,41.14,74.15",geometric
"2.40,5.65,13.26,31.14",geometric
"0.99,1.56,2.48,3.94,6.25,9.91",geometric
"2.94,3.61,4.43,5.44,6.67,8.19",geometric
"1.54,2.22,3.21,4.63,6.68,9.65",geometric
"0.95,1.25,1.64,2.15,2.82,3.71,4.86",geometric
"1.22,2.86,6.66,15.54,36.26,84.57,197.26",geometric
"2.45,3.23,4.26,5.61",geometric
"1.06,2.65,6.60,16.44,40.98,102.15,254.61",geometric
"0.57,0.90,1.41,2.23,3.52",geometric
"1.26,2.94,6.84,15.94",geometric
"1.48,3.65,9.00,22.15",geometric
"2.63,5.79,12.74,28.03,61.69,135.76",geometric
"2.54,4.05,6.47,10.34,16.52",geometric
"1.88,3.16,5.32,8.94",geometric
"2.04,4.42,9.58,20.76,45.01,97.58,211.52",geometric
"1.98,2.60,3.42,4.50,5.92,7.78",geometric
"1.87,2.76,4.07,6.00,8.85",geometric
"1.07,2.61,6.38,15.55",geometric
"0.59,1.29,2.83,6.21,13.63,29.91,65.64",geometric
"1.66,4.14,10.34,25.80,64.38,160.69",geometric
"2.05,5.11,12.71,31.63,78.72,195.91",geometric
"1.32,3.21,7.76,18.79,45.50,110.17,266.73",geometric
"1.79,3.50,6.84,13.37,26.12",geometric
"2.68,4.05,6.13,9.28",geometric
"0.55,0.96,1.69,2.96,5.20,9.13,16.03",geometric
"2.06,3.45,5.78,9.69,16.25,27.24",geometric
"2.49,4.79,9.22,17.74,34.13,65.68,126.40",geometric
"1.80,4.16,9.60,22.18,51.22,118.30,273.24",geometric
"2.61,3.87,5.75,8.53",geometric
"0.97,2.22,5.05,11.52,26.24",geometric
"1.14,2.04,3.64,6.52,11.66,20.85,37.28",geometric
"1.78,3.41,6.51,12.43,23.74,45.34,86.60",geometric
"1.22,1.86,2.86,4.39",geometric
"2.64,4.70,8.37,14.91,26.55,47.28,84.20",geometric
"2.07,3.38,5.51,8.97,14.62",geometric
"1.28,2.64,5.47,11.33,23.45,48.54,100.46",geometric
"2.57,4.91,9.38,17.91,34.21,65.36,124.85",geometric
"2.81,5.82,12.04,24.90,51.52",geometric
"1.80,3.14,5.48,9.59,16.75,29.27",geometric
"0.62,1.11,1.99,3.57",geometric
"1.31,1.58,1.90,2.29,2.77",geometric
"1.31,2.79,5.96,12.72,27.18,58.07,124.06",geometric
"1.90,2.68,3.77,5.31,7.48",geometric
"0.58,0.90,1.39,2.16",geometric
"1.89,4.58,11.12,26.99,65.51",geometric
"2.42,5.64,13.14,30.60,71.25",geometric
"2.08,3.77,6.85,12.45,22.61,41.09",geometric
"2.78,4.46,7.15,11.45,18.35,29.41",geometric
